Lot Frontage	Lot Area	Neighborhood	Overall Qual	Overall Cond	Year Built	Total Bsmt SF	1st Flr SF	Gr Liv Area	Bedroom AbvGr	TotRms AbvGrd	Garage Area	SalePrice
35	3675	Edwards	5	5	2005	547	1072	1072	2	5	525	145000
35	3675	Edwards	6	5	2005	547	1072	1072	2	5	525	140000
35	3675	Edwards	6	5	2005	547	1072	1072	2	5	525	142500
24	2522	Edwards	7	5	2004	970	970	1709	3	7	380	134000
24	2522	Edwards	7	5	2004	970	970	1709	3	7	380	130000
24	2522	Edwards	6	5	2004	970	970	1709	3	7	380	130000
24	2522	Edwards	7	5	2004	970	970	1709	3	7	380	137500
32	3363	Edwards	7	5	2004	976	976	1708	3	7	380	130000
56	6956	Edwards	4	7	1948	624	624	936	3	5	265	97900
72	7822	Edwards	6	3	1915	832	846	1338	3	7	528	92000
62	8707	Edwards	4	5	1924	1093	1093	1669	4	9	288	107000
58	8410	Edwards	5	3	1910	658	658	1184	5	8	0	81000
60	9738	Edwards	5	7	1924	784	949	1221	4	7	392	104900
60	8172	Edwards	5	7	1955	864	864	864	2	5	572	115000
60	16012	Edwards	4	4	1954	954	1482	1482	3	6	609	125000
45	8248	Edwards	5	7	1918	686	686	1250	3	7	280	116000
45	8248	Edwards	4	4	1922	864	964	1414	3	8	0	83000
60	6204	SWISU	4	5	1912	795	954	2230	5	10	440	118500
60	8088	Edwards	2	3	1922	498	498	498	1	3	216	35000
76	11388	Edwards	4	7	1910	616	1055	1273	3	5	275	121000
	7082	SWISU	5	8	1916	686	948	1928	5	10	0	160000
60	8400	SWISU	6	5	1940	940	1192	1595	2	6	240	140000
60	10890	SWISU	5	5	1938	1058	1058	1551	3	6	240	137000
58	6430	SWISU	6	6	1945	780	816	1340	3	6	440	128000
43	7000	SWISU	7	8	1926	624	743	1479	3	6	312	160000
96	13132	Crawfor	5	5	1914	747	892	1784	4	9	180	138887
69	4899	SWISU	6	8	1920	755	755	1510	3	6	216	149000
60	6000	SWISU	5	5	1926	1008	1008	1522	4	7	0	102000
54	9399	Crawfor	7	8	1919	818	818	1636	4	7	288	167000
54	7588	Crawfor	7	6	1920	793	901	1802	4	9	216	200100
84	10164	SWISU	5	5	1939	992	992	1465	3	6	240	131000
51	6191	SWISU	5	4	1941	824	824	1288	4	6	240	112000
60	9550	Crawfor	7	5	1915	756	961	1717	3	7	642	140000
66	21780	Crawfor	6	5	1920	817	940	1550	3	7	318	195000
	11435	Crawfor	8	7	1929	792	792	1517	3	7	400	230000
80	12400	Crawfor	5	6	1940	901	1125	1717	2	7	410	194000
80	11600	Crawfor	4	5	1922	700	1180	1180	2	5	252	137500
86	11500	Crawfor	7	7	1936	1017	1020	2057	3	6	180	250000
81	8170	Crawfor	7	7	1929	1022	1122	1671	4	7	451	218000
80	16560	Crawfor	6	8	1932	952	1170	2345	4	9	360	239000
70	12320	Crawfor	7	7	1932	637	959	1609	3	8	579	199500
70	14210	Crawfor	6	7	1930	697	1104	1801	3	8	365	210000
90	14115	Crawfor	6	7	1956	1073	1811	1811	2	6	470	230000
80	12984	Crawfor	5	6	1977	1430	1647	1647	3	7	621	217500
78	15600	Crawfor	5	7	1950	1168	1278	2315	4	9	342	257000
90	15750	Crawfor	5	5	1953	1165	1336	1336	2	5	375	157000
	16381	Crawfor	6	5	1969	1844	1844	1844	3	7	540	223000
50	7288	IDOTRR	5	6	1942	976	976	976	2	5	215	102000
50	7000	IDOTRR	6	7	1926	861	861	1285	3	6	506	145400
61	8534	IDOTRR	4	4	1925	432	672	672	2	4	0	72000
50	7030	IDOTRR	4	6	1925	641	641	641	2	4	272	85000
50	8765	IDOTRR	4	6	1936	951	951	951	2	6	327	106500
75	9060	IDOTRR	6	5	1957	967	967	1638	4	6	384	139000
60	11040	IDOTRR	4	6	1920	637	897	1336	3	7	570	108000
69	12366	IDOTRR	3	5	1945	0	729	729	2	5	0	51689
50	9000	IDOTRR	2	3	1949	480	480	480	1	4	308	35311
50	9000	IDOTRR	5	6	1951	660	1060	1396	4	8	0	115000
60	8520	IDOTRR	3	5	1916	216	576	936	2	6	0	78000
41	5748	Crawfor	8	5	2005	1573	1778	1778	2	5	495	375000
44	3842	Crawfor	8	5	2004	1594	1646	1646	2	5	525	300000
69	23580	Mitchel	6	6	1979	1625	1625	1625	3	6	576	242500
65	8385	Mitchel	6	5	1978	1664	1664	1664	4	10	616	145000
70	9116	Mitchel	8	5	2001	1491	1491	1491	3	7	490	209000
78	10530	Mitchel	6	5	1977	975	1004	1004	2	4	504	135000
140	11080	Mitchel	6	6	1975	1128	1210	1210	3	6	528	148000
82	11070	Mitchel	7	5	1988	1907	1959	1959	5	9	766	171000
42	26178	Timber	7	5	1989	1210	1238	2519	4	9	628	335000
	8239	GrnHill	7	5	1986	0	1295	1295	2	5	312	230000
	50102	Timber	6	5	1958	1632	1650	1650	2	6	518	250764
	16669	Timber	8	6	1981	1686	1707	1707	2	6	511	228000
54	13811	Timber	6	6	1987	1112	1137	1137	2	5	551	176000
50	8049	Timber	7	5	1990	1309	1339	1339	2	6	484	180000
	11170	Timber	7	5	1990	1216	1298	2514	4	8	693	250000
	8098	Timber	6	5	2000	1381	1403	1403	2	5	470	202000
85	14331	Timber	8	5	2002	1800	1800	1800	3	7	765	312500
95	13618	Timber	8	5	2005	1728	1960	1960	3	8	714	320000
88	11443	Timber	8	5	2005	1868	2028	2028	2	7	880	369900
88	11577	Timber	9	5	2005	1838	1838	1838	3	9	682	359900
125	31250	Mitchel	1	3	1951	0	1600	1600	3	6	270	81500
78	7020	Mitchel	7	5	1997	1288	1368	1368	2	8	784	215000
32	4500	Mitchel	6	5	1998	1216	1216	1216	2	5	402	164000
32	4500	Mitchel	6	5	1998	1237	1337	1337	2	5	405	153500
90	17217	Mitchel	5	5	2006	1140	1140	1140	3	6	0	84500
41	2665	MeadowV	5	6	1977	264	616	1304	3	5	336	104500
41	2665	MeadowV	5	6	1977	757	925	1475	4	6	336	127000
42	3964	MeadowV	6	4	1973	942	1291	2521	5	10	576	151400
58	10172	Mitchel	5	7	1968	864	874	874	3	5	288	126500
	11836	Mitchel	5	5	1970	1652	1652	1652	4	8	928	146500
21	1470	MeadowV	4	6	1970	630	630	630	1	3	0	73000
21	1484	MeadowV	4	4	1972	546	546	1092	3	5	253	79400
80	13384	Mitchel	5	5	1969	1104	1360	1360	3	8	336	140000
21	1533	MeadowV	5	7	1970	630	630	630	1	3	0	92000
21	1533	MeadowV	4	5	1970	546	546	1092	3	5	286	87550
21	1526	MeadowV	4	5	1970	546	546	1092	3	5	0	79500
21	1936	MeadowV	4	7	1970	546	546	1092	3	5	0	90500
21	1894	MeadowV	4	5	1970	546	546	1092	3	6	286	71000
55	12640	Mitchel	6	5	1976	1728	1728	1728	4	8	574	150900
63	9297	Mitchel	5	5	1976	1728	1728	1728	4	8	560	188000
80	17400	Mitchel	5	5	1977	1126	1126	1126	3	5	484	160000
160	20000	Mitchel	5	7	1960	1224	1224	1224	4	7	576	131000
37	7937	Mitchel	6	6	1984	1003	1003	1003	3	6	588	142500
	8885	Mitchel	5	5	1983	864	902	902	2	5	484	131000
62	10441	Mitchel	5	5	1992	912	970	970	3	6	0	132000
77	10010	Mitchel	5	5	1974	1389	1389	1389	2	6	418	170000
74	9627	Mitchel	7	5	1993	996	996	2000	3	9	650	188000
