year,age,maritalstatus,education,region,jobclass,health,health_ins,wage
2003,30,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,148.4131591
2009,29,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,104.9215065
2007,23,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,79.85490031
2007,48,4. Divorced,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,108.8745258
2009,44,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,109.8339856
2003,62,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,127.1157438
2006,33,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,151.5914842
2008,51,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,105.9278108
2006,36,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,200.5432623
2005,23,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,59.09706408
2003,51,4. Divorced,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,68.74808773
2008,47,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,176.9896505
2003,34,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,103.9024706
2004,34,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,82.6796373
2009,43,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,200.5432623
2006,43,5. Separated,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,101.8243521
2009,40,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,163.515864
2005,59,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,104.9215065
2008,53,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,109.8339856
2004,32,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,104.9215065
2008,48,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,107.9039239
2008,37,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,182.020621
2006,20,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,75.04315402
2004,32,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,61.18752643
2004,40,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,85.38394038
2004,48,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,123.8237338
2005,43,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,176.9896505
2009,56,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2003,55,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,268.266292
2008,38,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,89.49247952
2006,52,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,92.89584479
2003,40,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. No,127.1157438
2005,29,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,115.3750386
2007,45,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,130.9836943
2003,39,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,68.74808773
2005,50,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,182.020621
2003,50,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,143.8085568
2004,57,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,134.7053751
2003,30,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,63.188861
2005,56,4. Divorced,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,75.35567932
2008,43,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,176.9906754
2004,43,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,104.9215065
2005,67,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,123.0896998
2005,50,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,111.7208494
2005,49,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,111.7208494
2004,50,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,87.98103279
2004,59,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,144.2107612
2007,51,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,117.1468169
2005,39,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,78.3924668
2009,54,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,99.6894637
2004,55,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,123.0896998
2005,45,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,127.1157438
2003,54,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,139.0034081
2008,23,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,127.1157438
2003,74,3. Widowed,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,70.47601965
2005,52,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,109.8339856
2005,25,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,70.81503862
2008,45,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,70.47601965
2004,37,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,176.9896505
2005,55,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,113.5670896
2004,25,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,82.6796373
2008,66,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,148.4131591
2007,47,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,161.2224955
2005,36,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,127.1157438
2004,63,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,134.7053751
2003,44,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,160.6424754
2009,37,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,267.9010869
2006,32,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,104.9215065
2004,43,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,134.7053751
2009,37,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,123.0896998
2009,26,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,66.96164432
2004,39,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,91.69922611
2008,45,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,160.6424754
2009,40,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,136.8763676
2006,51,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,153.4575153
2009,52,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,61.18752643
2007,43,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,65.11085372
2005,52,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,114.4757133
2005,50,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,182.020621
2005,54,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,114.4757133
2004,28,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,97.49329405
2003,28,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,136.8763676
2005,26,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,97.49329405
2009,45,4. Divorced,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,81.28325328
2003,34,4. Divorced,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,73.77574327
2006,73,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,118.8843593
2009,31,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,113.5670896
2005,29,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,90.48191336
2008,40,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,160.6424754
2003,38,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,179.5280922
2004,42,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,147.7667762
2007,50,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,87.98103279
2008,51,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,59.03285483
2009,40,5. Separated,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,107.3160632
2008,25,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,49.55533812
2009,47,4. Divorced,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,144.4780877
2009,27,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,81.28325328
2003,53,4. Divorced,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,81.63526865
2004,67,2. Married,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,87.98103279
2008,40,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,130.9821774
2003,44,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,87.98103279
2004,33,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,81.28325328
2004,29,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,89.24288466
2003,32,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,114.1133945
2009,27,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,104.9215065
2003,40,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,112.6488963
2008,36,4. Divorced,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,56.90553914
2003,48,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,87.98103279
2004,56,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2004,24,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,127.1157438
2006,53,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,134.7053751
2008,34,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,107.9039239
2007,61,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,281.7459706
2004,38,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,48.18565022
2007,55,3. Widowed,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,127.1157438
2005,70,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,50.35400164
2003,24,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,81.28325328
2006,22,5. Separated,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,75.04315402
2007,38,4. Divorced,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,104.9215065
2004,29,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,79.85490031
2006,30,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,130.9821774
2007,38,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,171.7651326
2007,49,5. Separated,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,97.49329405
2009,71,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,98.59934386
2005,32,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,84.04595765
2003,40,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,299.2629768
2004,32,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,70.81503862
2006,33,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,82.6796373
2003,40,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,73.77574327
2005,25,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,77.49768139
2003,36,5. Separated,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,91.69922611
2003,46,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,141.7751723
2009,59,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,93.72167396
2003,49,1. Never Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,143.1349408
2005,41,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,91.69922611
2007,42,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,130.9821774
2009,59,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,87.98103279
2004,27,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,76.4884434
2006,30,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,71.68674367
2005,54,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,87.98103279
2005,31,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,80.57319971
2007,34,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,163.515864
2007,47,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,107.9039239
2003,40,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,133.2323508
2007,29,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,73.77574327
2003,58,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,87.98103279
2006,41,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,119.0133452
2004,56,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,102.1270009
2008,52,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,136.8763676
2003,53,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,118.8843593
2003,37,4. Divorced,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,65.11085372
2009,30,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,94.07271475
2004,35,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,138.2991269
2006,40,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,118.8843593
2007,54,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,79.85490031
2007,22,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,63.188861
2005,37,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,134.7053751
2005,39,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,295.99125
2009,62,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,109.8339856
2007,47,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,104.9215065
2003,51,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,148.4131591
2006,47,4. Divorced,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,99.6894637
2003,28,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,118.8843593
2005,65,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,95.68881191
2005,42,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,114.4757133
2007,58,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,104.9215065
2007,32,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,101.8243521
2003,34,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,146.4628385
2007,49,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,79.85490031
2008,39,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,145.1436012
2008,44,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,76.40585107
2009,38,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,84.04595765
2008,48,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,115.3750386
2006,47,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,105.9278108
2009,40,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,72.15045568
2005,27,5. Separated,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,79.85490031
2004,42,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,103.9024706
2004,30,4. Divorced,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,88.99237719
2007,31,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,99.6894637
2007,29,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,112.6488963
2006,53,4. Divorced,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,138.2991269
2009,37,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,68.74808773
2007,48,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,109.31532
2009,56,4. Divorced,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,148.4131591
2003,44,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,99.6894637
2004,63,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.0197533
2003,25,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,65.11085372
2003,31,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,94.07271475
